2023-12-06 17:35:12,108	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:12.0989261	MEAS_BATT_OFF_CURRENT_BOARD_30_sec_ver3	Write	MEAS1:CURR?
2023-12-06 17:35:15,827	 []	 INFO 	 TRACKER	17:35:15.8272865		Engine	[TRACKER] => MeasDescription = TOTAL_TEST_WAIT_FOR_OPERATOR_INPUT_TIME,  Result = 0.000000,  LowLimit = 0.000000,  HighLimit = 999999.000000, Units = Sec,  TestTime = 0.000000msec, MeasCode = TTSLWOIT,  SpecGroup = Status_No_Stat_Analysis, Message = 
2023-12-06 17:35:15,827	 []	 INFO 	 TRACKER	17:35:15.8272865		Engine	[TRACKER] => MeasDescription = TOTAL_TEST_IDLE_TIME,  Result = 0.089000,  LowLimit = 0.000000,  HighLimit = 999999.000000, Units = Sec,  TestTime = 0.000000msec, MeasCode = TTSLIDLT,  SpecGroup = Status_No_Stat_Analysis, Message = 
2023-12-06 17:35:15,827	 []	 INFO 	 TRACKER	17:35:15.8272865		Engine	[TRACKER] => MeasDescription = TOTAL_TEST_RECYCLE_COUNT,  Result = 0.000000,  LowLimit = 0.000000,  HighLimit = 999999.000000, Units = RecycleCount,  TestTime = 0.000000msec, MeasCode = TTSTRCYC,  SpecGroup = Status_No_Stat_Analysis, Message = 
2023-12-06 17:35:15,827	 []	 INFO 	 TRACKER	17:35:15.8272865		Engine	[TRACKER] => MeasDescription = DIAGNOSTIC_AND_DEBUG_SETTINGS_STATUS,  Result = 0.000000,  LowLimit = 0.000000,  HighLimit = 0.000000, Units = P/F,  TestTime = 0.000000msec, MeasCode = DANDSTAT,  SpecGroup = Status_No_Stat_Analysis, Message = 
2023-12-06 17:35:15,827	 []	 INFO 	 TRACKER	17:35:15.8272865		Engine	[TRACKER] => MeasDescription = UPLOAD_TEST_RESULTS_TO_FLXFL_STATUS,  Result = 0.000000,  LowLimit = 0.000000,  HighLimit = 0.000000, Units = P/F,  TestTime = 15.000000msec, MeasCode = EMSFUPR0,  SpecGroup = Status_No_Stat_Analysis, Message = 
2023-12-06 17:35:19,057	 []	 INFO 	 TRACKER	17:35:19.0570914		Engine	<CFileTrackingServ::LogTestResults()>  After Calling log->Serialize
2023-12-06 17:35:19,057	 []	 INFO 	 ENGINE	17:35:19.0570914		Engine	Execution of PostProcessResults to upload results to CIM system has completed.
2023-12-06 17:35:19,057	 []	 INFO 	 ENGINE	17:35:19.0570914		Engine	Executing callback function to NexTest2010 test app to indicate recipe is done after running tracker.
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	TestRecipeDoneAfterRunningTrackerHandler	Header	==========================================================================================================================================================================
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	TestRecipeDoneAfterRunningTrackerHandler	Header	Test = TestRecipeDoneAfterRunningTrackerHandler  |  Barcode = 0085545782  |  Time start = 12/6/2023 5:35:19 PM
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	TestRecipeDoneAfterRunningTrackerHandler	RecipeDoneHandler	Executing test recipe done after running tracker handler...
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	TestRecipeDoneAfterRunningTrackerHandler	FileManager	Starting thread to run file process 'SaveUnitTestRunResults' using a custom fileProcessDoWorkHandler.
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	TestRecipeDoneAfterRunningTrackerHandler	RecipeDoneHandler	Completed test recipe done after running tracker handler.
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	TestRecipeDoneAfterRunningTrackerHandler	Footer	Test = TestRecipeDoneAfterRunningTrackerHandler  |  Overall Result = 0  |  Test Time = 0 msec
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	TestRecipeDoneAfterRunningTrackerHandler	Footer	==========================================================================================================================================================================
2023-12-06 17:35:19,057	 []	 INFO 	 RECIPE_TEST_END	17:35:19.0570914			
2023-12-06 17:35:19,057	 []	 INFO 	 ENGINE	17:35:19.0570914		Engine	Executing Recipe exit handler.
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	EXIT_HANDLER	Header	==========================================================================================================================================================================
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	EXIT_HANDLER	Header	Test = EXIT_HANDLER  |  Barcode = 0085545782  |  Time start = 12/6/2023 5:35:19 PM
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	EXIT_HANDLER	ExitHandler	Starting exit handler...
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	EXIT_HANDLER	ExitHandler	Getting unit track ID...
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	EXIT_HANDLER	ExitHandler	Finished getting unit track ID.
2023-12-06 17:35:19,057	 []	 INFO 	 TEST_APP_2010	17:35:19.0570914	EXIT_HANDLER	StationResults	Saving unit test results to station local results database...
2023-12-06 17:35:19,066	 []	 INFO 	 SAMPLER	17:35:19.0667867	SamplerRecipeDoneHandler	ExitHandler	Updating sampler test database pass/fail counts now that unit testing is done...
2023-12-06 17:35:19,066	 []	 INFO 	 TCI	17:35:19.0667867	EXIT_HANDLER	SBASetBuzzerState	Setting Buzzer State to OFF
2023-12-06 17:35:19,066	 []	 INFO 	 SAMPLER	17:35:19.0667867	SamplerRecipeDoneHandler	Engine	<CSamplerRecipe::UpdateSamplingDataInDsm> Enter
2023-12-06 17:35:19,066	 []	 INFO 	 SAMPLER	17:35:19.0667867	SamplerRecipeDoneHandler	Engine	<CSamplerRecipe::UpdateSamplingDataInDsm> Exit
2023-12-06 17:35:19,066	 []	 INFO 	 SAMPLER	17:35:19.0667867	SamplerRecipeDoneHandler	ExitHandler	Successfully updated sampler test database pass/fail counts.
2023-12-06 17:35:19,066	 []	 INFO 	 TEST_APP_2010	17:35:19.0667867	EXIT_HANDLER	ExitHandler	token 'WRITE_PRODUCT_PROCESS_INFO' was set to  in DATA_COLLECTOR
2023-12-06 17:35:19,066	 []	 INFO 	 MASTER_SCU	17:35:19.0667867	EXIT_HANDLER	SetChannel	NUMATO_SCU: Set channel 'OPEN_ALL_2'
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	SetChannel	Set channel 'OPEN_ALL_2'
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Connect	Acquiring device 'DEV0'...
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Connect	Acquired device 'DEV0'...
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Write	relay off 1
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Write	relay off 2
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Write	relay off 3
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Write	relay off 4
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Write	relay off 5
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Write	relay off 6
2023-12-06 17:35:19,066	 []	 INFO 	 NUMATO_SCU	17:35:19.0667867	EXIT_HANDLER	Write	relay off 7
2023-12-06 17:35:19,076	 []	 INFO 	 NUMATO_SCU	17:35:19.0768077	EXIT_HANDLER	Write	relay off 8
2023-12-06 17:35:19,076	 []	 INFO 	 NUMATO_SCU	17:35:19.0768077	EXIT_HANDLER	Write	relay off 9
2023-12-06 17:35:19,076	 []	 INFO 	 NUMATO_SCU	17:35:19.0768077	EXIT_HANDLER	Write	relay off D
2023-12-06 17:35:19,076	 []	 INFO 	 NUMATO_SCU	17:35:19.0768077	EXIT_HANDLER	Write	relay off E
2023-12-06 17:35:19,076	 []	 INFO 	 NUMATO_SCU	17:35:19.0768077	EXIT_HANDLER	Write	relay off F
2023-12-06 17:35:19,076	 []	 INFO 	 NUMATO_SCU	17:35:19.0768077	EXIT_HANDLER	Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:35:19,076	 []	 INFO 	 NUMATO_SCU	17:35:19.0768077	EXIT_HANDLER	Connect	Releasing control of device 'DEV0'...
2023-12-06 17:35:19,076	 []	 INFO 	 WAIT_MONITOR	17:35:19.0768077	EXIT_HANDLER	Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:000***000000000* state.
2023-12-06 17:35:19,096	 []	 INFO 	 MASTER_SCU	17:35:19.0968008	EXIT_HANDLER	SetChannel	NUMATO_SCU: Set channel 'SR_RF.MAIN^RF.PATH_OFF'
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	SetChannel	Set channel 'SR_RF.MAIN^RF.PATH_OFF'
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	Connect	Acquiring device 'DEV0'...
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	Connect	Acquired device 'DEV0'...
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	Write	relay off 2
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	Write	relay off 5
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:35:19,096	 []	 INFO 	 NUMATO_SCU	17:35:19.0968008	EXIT_HANDLER	Connect	Releasing control of device 'DEV0'...
2023-12-06 17:35:19,096	 []	 INFO 	 WAIT_MONITOR	17:35:19.0968008	EXIT_HANDLER	Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:**********0**0** state.
2023-12-06 17:35:19,116	 []	 INFO 	 TEST_APP_2010	17:35:19.1167864	EXIT_HANDLER	ExitHandler	Releasing vision camera if available...
2023-12-06 17:35:19,116	 []	 INFO 	 TEST_APP_2010	17:35:19.1167864	EXIT_HANDLER	ExitHandler	Releasing all resources...
2023-12-06 17:35:19,116	 []	 INFO 	 TEST_APP_2010	17:35:19.1167864	EXIT_HANDLER	ExitHandler	Finished releasing all resources.
2023-12-06 17:35:19,116	 []	 INFO 	 TEST_APP_2010	17:35:19.1167864	EXIT_HANDLER	ExitHandler	No Unisoc Handler loaded, Nothing to do here!
2023-12-06 17:35:19,116	 []	 INFO 	 TEST_APP_2010	17:35:19.1167864	EXIT_HANDLER	ExitHandler	Activating pass/fail lights...
2023-12-06 17:35:19,116	 []	 INFO 	 MASTER_SCU	17:35:19.1167864	EXIT_HANDLER	SetChannel	NUMATO_SCU: Set channel 'FC_LAMP.PASS_ENG'
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	SetChannel	Set channel 'FC_LAMP.PASS_ENG'
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	Connect	Acquiring device 'DEV0'...
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	Connect	Acquired device 'DEV0'...
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	Connect	Opening connection to communication interface for device 'DEV0'...
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	Write	relay off D
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	Write	relay on F
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	Connect	Closing connection to communication interface for device 'DEV0'...
2023-12-06 17:35:19,116	 []	 INFO 	 NUMATO_SCU	17:35:19.1167864	EXIT_HANDLER	Connect	Releasing control of device 'DEV0'...
2023-12-06 17:35:19,116	 []	 INFO 	 WAIT_MONITOR	17:35:19.1167864	EXIT_HANDLER	Wait	Waiting 0.01 seconds; Reason = Delay after setting DEV0:RELAY:1*0************* state.
2023-12-06 17:35:19,136	 []	 INFO 	 TEST_APP_2010	17:35:19.1367793	EXIT_HANDLER	ExitHandler	Displaying wait for removal message: Unidade '0085545782' PASSOU.
2023-12-06 17:35:19,136	 []	 INFO 	 TEST_APP_2010	17:35:19.1367793	EXIT_HANDLER	ExitHandler	Recipe Time = 419.193 s   |   Idle Time = 0.089 s
2023-12-06 17:35:19,136	 []	 INFO 	 TEST_APP_2010	17:35:19.1367793	EXIT_HANDLER	ExitHandler	
2023-12-06 17:35:19,136	 []	 INFO 	 TEST_APP_2010	17:35:19.1367793	EXIT_HANDLER	ExitHandler	Por favor, remova o dispositivo do fixture.
2023-12-06 17:35:19,166	 []	 INFO 	 TEST_APP_2010	17:35:19.1667553	EXIT_HANDLER	ExitHandler	Setting accessory power supply for unit removal loop...
2023-12-06 17:35:19,166	 []	 INFO 	 TEST_APP_2010	17:35:19.1667553	EXIT_HANDLER	ExitHandler	Accessory power supply settings: Voltage = 5V, CurrentLimit = 1.5mA, OutputState = Off
2023-12-06 17:35:19,166	 []	 INFO 	 TEST_APP_2010	17:35:19.1667553	EXIT_HANDLER	ExitHandler	Setting battery power supply for unit removal loop...
2023-12-06 17:35:19,166	 []	 INFO 	 TEST_APP_2010	17:35:19.1667553	EXIT_HANDLER	ExitHandler	Battery power supply settings: Voltage = 3.8V, CurrentLimit = 1.5mA, OutputState = Off, LoadCapacitance = Low
2023-12-06 17:35:19,166	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:19.1667553	EXIT_HANDLER	Write	OUTP1 Off;*OPC?
2023-12-06 17:35:19,186	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:19.1867522	EXIT_HANDLER	Read	1

2023-12-06 17:35:19,286	 []	 INFO 	 TEST_APP_2010	17:35:19.2866952	EXIT_HANDLER	StationResults	Finished saving unit test results to station local results database.
2023-12-06 17:35:19,286	 []	 INFO 	 TEST_APP_2010	17:35:19.2866952	EXIT_HANDLER	FileManager	File process 'SaveUnitTestRunResults' thread completed with result of 'Saved to database passed.'
2023-12-06 17:35:20,196	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:20.1962111	EXIT_HANDLER	Write	SOUR1:VOLT 3.8;*OPC?
2023-12-06 17:35:21,225	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:21.2259297	EXIT_HANDLER	Read	1

2023-12-06 17:35:21,225	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:21.2259297	EXIT_HANDLER	Write	SOUR1:CURR:LIM:VAL 1.5;*OPC?
2023-12-06 17:35:21,315	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:21.3158883	EXIT_HANDLER	Read	1

2023-12-06 17:35:21,315	 []	 INFO 	 TEST_APP_2010	17:35:21.3158883	EXIT_HANDLER	ExitHandler	Starting unit removal loop...
2023-12-06 17:35:21,315	 []	 INFO 	 TEST_APP_2010	17:35:21.3158883	EXIT_HANDLER	ProdUiDeviceConnectionUpdate	Device Connection Update in Prod UI: Connection Status = 'REMOVED_DEVICE_HANDLE',  Device Info = '0'
2023-12-06 17:35:21,315	 []	 INFO 	 TEST_APP_2010	17:35:21.3158883	EXIT_HANDLER	ExitHandler	Detected DUT enumeration went away.
2023-12-06 17:35:21,315	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.3158883	EXIT_HANDLER	Write	SENS2:CURR:RANGE:UPP 5;*OPC?
2023-12-06 17:35:21,405	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.4057994	EXIT_HANDLER	Read	1

2023-12-06 17:35:21,405	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.4057994	EXIT_HANDLER	Write	MEAS2:CURR?
2023-12-06 17:35:21,545	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.5457617	EXIT_HANDLER	Read	-7.10275e-05

2023-12-06 17:35:21,545	 []	 INFO 	 TEST_APP_2010	17:35:21.5457617	EXIT_HANDLER	Measure Process	Start measure process: ProcessName=CURRENT | Criteria=Stable | MeasureReturnType=Average | ReadingToMeetCriteria=5 | MaxReadingsAllowed=50 | Timeout=-1 | StabilityMaxDelta=1000 | HighLimit=0 | LowLimit=0 | Resolution=0.1
2023-12-06 17:35:21,545	 []	 INFO 	 TEST_APP_2010	17:35:21.5457617	EXIT_HANDLER	Measure Process	CURRENT Reading 1: -71.0275
2023-12-06 17:35:21,545	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.5457617	EXIT_HANDLER	Write	MEAS2:CURR?
2023-12-06 17:35:21,725	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.7256714	EXIT_HANDLER	Read	-7.28037e-05

2023-12-06 17:35:21,725	 []	 INFO 	 TEST_APP_2010	17:35:21.7256714	EXIT_HANDLER	Measure Process	CURRENT Reading 2: -72.8037
2023-12-06 17:35:21,725	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.7256714	EXIT_HANDLER	Write	MEAS2:CURR?
2023-12-06 17:35:21,875	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.8755972	EXIT_HANDLER	Read	-6.99175e-05

2023-12-06 17:35:21,875	 []	 INFO 	 TEST_APP_2010	17:35:21.8755972	EXIT_HANDLER	Measure Process	CURRENT Reading 3: -69.9175
2023-12-06 17:35:21,875	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:21.8755972	EXIT_HANDLER	Write	MEAS2:CURR?
2023-12-06 17:35:22,035	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:22.0355073	EXIT_HANDLER	Read	-7.18038e-05

2023-12-06 17:35:22,035	 []	 INFO 	 TEST_APP_2010	17:35:22.0355073	EXIT_HANDLER	Measure Process	CURRENT Reading 4: -71.8038
2023-12-06 17:35:22,035	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:22.0355073	EXIT_HANDLER	Write	MEAS2:CURR?
2023-12-06 17:35:22,205	 []	 INFO 	 ACC_POWER_SUPPLY[4]	17:35:22.2051100	EXIT_HANDLER	Read	-7.20250e-05

2023-12-06 17:35:22,205	 []	 INFO 	 TEST_APP_2010	17:35:22.2051100	EXIT_HANDLER	Measure Process	CURRENT Reading 5: -72.025
2023-12-06 17:35:22,205	 []	 INFO 	 TEST_APP_2010	17:35:22.2051100	EXIT_HANDLER	Measure Process	CURRENT measure process is complete because measurement criteria has been satisifed.
2023-12-06 17:35:22,205	 []	 INFO 	 TEST_APP_2010	17:35:22.2051100	EXIT_HANDLER	Measure Process	End CURRENT measure process: Final measurement = -71.5155
2023-12-06 17:35:22,205	 []	 INFO 	 TEST_APP_2010	17:35:22.2051100	EXIT_HANDLER	ExitHandler	Measured accessory current of -71.52 uA is equal or below removal threshold current setting of 25000.00 uA which indicates DUT is removed from accessory connector.
2023-12-06 17:35:22,205	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.2051100	EXIT_HANDLER	Write	SENS1:CURR:RANGE:AUTO ON;*OPC?
2023-12-06 17:35:22,295	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.2950801	EXIT_HANDLER	Read	1

2023-12-06 17:35:22,295	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.2950801	EXIT_HANDLER	Write	MEAS1:CURR?
2023-12-06 17:35:22,425	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.4251229	EXIT_HANDLER	Read	2.18170e-04

2023-12-06 17:35:22,425	 []	 INFO 	 TEST_APP_2010	17:35:22.4251229	EXIT_HANDLER	Measure Process	Start measure process: ProcessName=CURRENT | Criteria=Stable | MeasureReturnType=Average | ReadingToMeetCriteria=5 | MaxReadingsAllowed=50 | Timeout=-1 | StabilityMaxDelta=1000 | HighLimit=0 | LowLimit=0 | Resolution=0.1
2023-12-06 17:35:22,425	 []	 INFO 	 TEST_APP_2010	17:35:22.4251229	EXIT_HANDLER	Measure Process	CURRENT Reading 1: 218.17
2023-12-06 17:35:22,425	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.4251229	EXIT_HANDLER	Write	MEAS1:CURR?
2023-12-06 17:35:22,554	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.5549232	EXIT_HANDLER	Read	2.18170e-04

2023-12-06 17:35:22,554	 []	 INFO 	 TEST_APP_2010	17:35:22.5549232	EXIT_HANDLER	Measure Process	CURRENT Reading 2: 218.17
2023-12-06 17:35:22,554	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.5549232	EXIT_HANDLER	Write	MEAS1:CURR?
2023-12-06 17:35:22,685	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.6851540	EXIT_HANDLER	Read	2.18170e-04

2023-12-06 17:35:22,685	 []	 INFO 	 TEST_APP_2010	17:35:22.6851540	EXIT_HANDLER	Measure Process	CURRENT Reading 3: 218.17
2023-12-06 17:35:22,685	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.6851540	EXIT_HANDLER	Write	MEAS1:CURR?
2023-12-06 17:35:22,825	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.8250735	EXIT_HANDLER	Read	2.18170e-04

2023-12-06 17:35:22,825	 []	 INFO 	 TEST_APP_2010	17:35:22.8250735	EXIT_HANDLER	Measure Process	CURRENT Reading 4: 218.17
2023-12-06 17:35:22,825	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:22.8250735	EXIT_HANDLER	Write	MEAS1:CURR?
2023-12-06 17:35:23,034	 []	 INFO 	 BATT_POWER_SUPPLY[4]	17:35:23.0346669	EXIT_HANDLER	Read	2.18170e-04

2023-12-06 17:35:23,034	 []	 INFO 	 TEST_APP_2010	17:35:23.0346669	EXIT_HANDLER	Measure Process	CURRENT Reading 5: 218.17
2023-12-06 17:35:23,034	 []	 INFO 	 TEST_APP_2010	17:35:23.0346669	EXIT_HANDLER	Measure Process	CURRENT measure process is complete because measurement criteria has been satisifed.
2023-12-06 17:35:23,034	 []	 INFO 	 TEST_APP_2010	17:35:23.0346669	EXIT_HANDLER	Measure Process	End CURRENT measure process: Final measurement = 218.17
2023-12-06 17:35:23,034	 []	 INFO 	 TEST_APP_2010	17:35:23.0346669	EXIT_HANDLER	ExitHandler	Measured battery current of 218.17 uA is equal or below removal threshold current setting of 25000.00 uA which indicates DUT is removed from battery connector.
2023-12-06 17:35:23,034	 []	 INFO 	 TEST_APP_2010	17:35:23.0346669	EXIT_HANDLER	ExitHandler	Detected battery current is showing DUT removed.
2023-12-06 17:35:23,034	 []	 INFO 	 TCI	17:35:23.0346669	EXIT_HANDLER	ConfigureCRBTGPIOAsInput	Setting Mux GPIO as Input
2023-12-06 17:35:23,034	 []	 INFO 	 TCI	17:35:23.0346669	EXIT_HANDLER	ConfigureCRBTGPIOAsInput	GPIOIO_3
2023-12-06 17:35:23,034	 []	 INFO 	 TCI	17:35:23.0346669	EXIT_HANDLER	ConfigureCRBTGPIOAsInput	PuPdEnable StateEnabled
2023-12-06 17:35:23,034	 []	 INFO 	 TCI	17:35:23.0346669	EXIT_HANDLER	ConfigureCRBTGPIOAsInput	PuPdDirection DirectionPullDown
2023-12-06 17:35:23,034	 []	 INFO 	 TCI	17:35:23.0346669	EXIT_HANDLER	ReadCRBTGPIO	GPIO IO_3, State Low
2023-12-06 17:35:23,034	 []	 INFO 	 TEST_APP_2010	17:35:23.0346669	EXIT_HANDLER	Measure Process	Start measure process: ProcessName=GPIO_STATE | Criteria=InSpec | MeasureReturnType=LastOne | ReadingToMeetCriteria=5 | MaxReadingsAllowed=50 | Timeout=-1 | StabilityMaxDelta=0 | HighLimit=0 | LowLimit=0 | Resolution=0
2023-12-06 17:35:23,034	 []	 INFO 	 TEST_APP_2010	17:35:23.0346669	EXIT_HANDLER	Measure Process	GPIO_STATE Reading 1: 0
2023-12-06 17:35:23,034	 []	 INFO 	 WAIT_MONITOR	17:35:23.0346669	EXIT_HANDLER	Wait	Waiting 0.1 seconds; Reason = delay between polling SBA GPIO
2023-12-06 17:35:23,144	 []	 INFO 	 TCI	17:35:23.1446080	EXIT_HANDLER	ReadCRBTGPIO	GPIO IO_3, State Low
2023-12-06 17:35:23,144	 []	 INFO 	 TEST_APP_2010	17:35:23.1446080	EXIT_HANDLER	Measure Process	GPIO_STATE Reading 2: 0
2023-12-06 17:35:23,144	 []	 INFO 	 WAIT_MONITOR	17:35:23.1446080	EXIT_HANDLER	Wait	Waiting 0.1 seconds; Reason = delay between polling SBA GPIO
2023-12-06 17:35:23,254	 []	 INFO 	 TCI	17:35:23.2547503	EXIT_HANDLER	ReadCRBTGPIO	GPIO IO_3, State Low
2023-12-06 17:35:23,254	 []	 INFO 	 TEST_APP_2010	17:35:23.2547503	EXIT_HANDLER	Measure Process	GPIO_STATE Reading 3: 0
2023-12-06 17:35:23,254	 []	 INFO 	 WAIT_MONITOR	17:35:23.2547503	EXIT_HANDLER	Wait	Waiting 0.1 seconds; Reason = delay between polling SBA GPIO
2023-12-06 17:35:23,364	 []	 INFO 	 TCI	17:35:23.3647965	EXIT_HANDLER	ReadCRBTGPIO	GPIO IO_3, State Low
2023-12-06 17:35:23,364	 []	 INFO 	 TEST_APP_2010	17:35:23.3647965	EXIT_HANDLER	Measure Process	GPIO_STATE Reading 4: 0
2023-12-06 17:35:23,364	 []	 INFO 	 WAIT_MONITOR	17:35:23.3647965	EXIT_HANDLER	Wait	Waiting 0.1 seconds; Reason = delay between polling SBA GPIO
2023-12-06 17:35:23,474	 []	 INFO 	 TCI	17:35:23.4744321	EXIT_HANDLER	ReadCRBTGPIO	GPIO IO_3, State Low
2023-12-06 17:35:23,474	 []	 INFO 	 TEST_APP_2010	17:35:23.4744321	EXIT_HANDLER	Measure Process	GPIO_STATE Reading 5: 0
2023-12-06 17:35:23,474	 []	 INFO 	 TEST_APP_2010	17:35:23.4744321	EXIT_HANDLER	Measure Process	GPIO_STATE measure process is complete because measurement criteria has been satisifed.
2023-12-06 17:35:23,474	 []	 INFO 	 TEST_APP_2010	17:35:23.4744321	EXIT_HANDLER	Measure Process	End GPIO_STATE measure process: Final measurement = 0
2023-12-06 17:35:23,474	 []	 INFO 	 WAIT_MONITOR	17:35:23.4744321	EXIT_HANDLER	Wait	Waiting 0.1 seconds; Reason = delay between polling SBA GPIO
2023-12-06 17:35:23,584	 []	 INFO 	 TEST_APP_2010	17:35:23.5843733	EXIT_HANDLER	ExitHandler	Fixture has been detected as opening
2023-12-06 17:35:23,584	 []	 INFO 	 TEST_APP_2010	17:35:23.5843733	EXIT_HANDLER	ExitHandler	Detected DUT has been removed.
